"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Singapore","SGP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","87","83","84","77","78","91","96","90","90","85","91","89","92","95","98","97","98","97","97","98","96","94","96","95","96","95","97","97","97","96","96","97","97","96","96","97","96","97","97","98","98","97","98","",
"Solomon Islands","SLB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","35","23","27","45","38","42","66","69","67","77","76","71","65","68","69","72","72","70","88","86","84","78","84","90","89","99","88","85","86","83","91","92","83","77","87","94","83","85","94","94","87","89","84","",
"Sierra Leone","SLE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","44","38","53","73","65","65","64","64","77","84","86","89","91","92","83","86","84","90","93","95","91","92","91","91","",
"El Salvador","SLV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44","42","42","21","31","55","50","53","63","64","80","61","60","79","90","99","96","97","99","94","99","92","81","94","90","89","96","99","98","91","89","89","93","92","94","94","98","92","89","96","89","97","95","96","",
"San Marino","SMR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","88","99","99","99","99","99","98","97","96","96","95","96","92","91","91","90","90","92","89","86","84","85","86","88","90","88","89","90","92","91","",
"Somalia","SOM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","5","5","10","22","17","25","26","18","19","20","21","22","23","22","21","19","33","36","33","33","40","40","30","35","26","40","31","42","45","41","42","42","42","42","42","42","42","42","42","42","42","42","",
"Serbia","SRB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","85","85","89","91","94","93","92","95","93","95","89","88","98","92","94","95","95","91","94","91","95","93","95","92","95","96","97","92","91","92","93","",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.22389026599272","11.0069642425713","11.7927042206077","18.5687101621521","24.4836557609978","29.3773379974767","34.2717215339088","40.6528992916385","44.1400993779586","49.8183745744789","56.0238045713884","48.5236307181912","48.9473955038065","48.8277062023139","53.2850553361864","52.267845950137","49.9971144720529","48.6118040974597","49.1658045526015","48.3963434795853","51.1952302014302","51.2779573777611","52.6382074858976","55.5856727637162","58.8585125439119","62.0739071116597","64.1010557131252","66.0548960489701","69.1510603064995","72.39007301431","70.8865041202017","70.887395827872","69.8994502859915","69.1843573684144","70.6062027333338","70.3062667828912","73.2408289962912","73.6839386908179","75.1206234830417","76.4641270299865","74.1312707234551","72.3612203066075","71.8835770452846","72.5321756685839","",
"South Sudan","SSD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","63","53","50","46","45","52","59","61","67","69","73","73","",
"Sub-Saharan Africa","SSF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.22335111793587","11.0071680483352","11.7970505816083","18.576435881594","24.4904641996381","29.3827153927352","34.2773169648091","40.6573342032689","44.1445438363684","49.8224782546871","56.0274436198277","48.5276921880054","48.9511539797219","48.8313376936129","53.2883118479037","52.2712748414126","50.0006717655905","48.6150834626839","49.1689345884565","48.3994419240289","51.1980259814945","51.280534619445","52.6407952627976","55.5880341906287","58.8606522996395","62.0758361024789","64.1028363967286","66.0565354983758","69.1525074024937","72.3913323213336","70.8878279000597","70.888725082803","69.9007986126858","69.1857454388512","70.6075658916791","70.3075392158194","73.2419071371137","73.6850456400797","75.1217596475166","76.4651910451361","74.1323377603979","72.3622189808135","71.8847565784002","72.533314661455","",
"Small states","SST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","33.7477168032699","40.5362508014143","45.3071480941187","50.4936875456075","57.0575470140354","62.6046952771608","69.5498160208805","75.9720836278464","79.1676725017097","84.0303177532122","89.0355412008668","83.0963624729197","76.7977462800211","82.9632773149754","84.0116173784452","84.0861782816586","82.9111535319383","81.6527134095861","83.0442055769737","82.4173954029444","84.6999113074619","85.0579750994438","83.649427852991","85.1358112002872","84.7714834512661","85.4861103271308","86.6666197852436","89.0588426134839","89.9401211758194","90.3548130702269","89.9039239004676","90.0407141413579","91.7987788458161","91.6120488446914","89.8920579752473","89.6124546942593","88.7907305813925","88.3327167846596","89.5615453609763","90.6304150042384","87.0355181339443","85.1651031416503","87.6034868764334","87.0223760772799","",
"Sao Tome and Principe","STP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","42","34","26","49","48","65","72","77","63","92","87","68","60","83","79","68","73","73","78","82","92","92","94","96","97","97","97","99","98","98","96","96","97","95","96","96","95","95","95","96","97","92","86","",
"Suriname","SUR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","27","61","85","80","84","80","71","64","72","83","75","74","76","74","84","85","81","90","85","71","68","73","75","85","83","84","84","85","87","94","80","76","76","71","73","77","67","81","77","51","72","77","72","",
"Slovak Republic","SVK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","97","96","96","96","96","97","97","97","97","96","",
"Slovenia","SVN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","98","98","94","91","92","91","92","93","95","94","95","97","97","97","96","96","96","96","95","95","95","94","94","93","95","95","86","89","89","",
"Sweden","SWE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","98","98","98","98","98","98","98","97","98","98","97","97","98","97","98","94","94","",
"Eswatini","SWZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","30","39","43","50","61","74","86","89","89","89","79","93","89","96","82","82","82","83","83","84","84","85","85","86","86","87","87","88","88","89","91","95","98","98","90","90","90","90","90","83","77","97","85","",
"Sint Maarten (Dutch part)","SXM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","13","55","97","95","86","94","89","94","97","99","98","96","96","96","97","99","98","99","99","98","96","99","99","99","99","99","99","99","99","99","99","98","98","99","97","96","97","99","99","97","94","97","97","",
"Syrian Arab Republic","SYR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13","14","15","21","25","29","86","42","59","94","91","89","89","90","89","89","88","87","87","86","84","82","84","83","81","80","80","80","79","80","80","72","58","54","56","54","55","61","60","67","62","61","59","66","",
"Turks and Caicos Islands","TCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","1","3","3","10","14","14","20","20","18","10","13","18","18","20","24","36","45","37","26","24","22","21","25","40","28","19","25","39","33","40","39","36","42","41","41","46","50","52","58","60","67","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.65670120673667","6.25254427853752","6.27048435286598","45.5402601601054","56.5515540671658","64.032383846189","68.1429652001377","68.166679350142","84.5713911703137","87.1359503735399","90.2115015119099","88.0157140968861","85.1674959014912","83.0038982519228","81.6145167724478","78.6858420899605","81.382400840596","82.6560438551293","82.7784051735434","82.9710193466706","83.2168732820724","83.6849664556567","81.8148335133282","83.7825558095378","84.7861722154749","84.7377972968072","88.3937607576414","88.4874385729284","91.6647123661254","93.5942309705709","93.9040300757289","93.9465217345456","95.0044489241808","93.293309533394","94.4736050727112","93.6148141970117","94.3243866946023","94.255801165079","93.3295611569287","93.774020582416","92.0623290317293","85.8576679240057","93.0230259387724","88.8448580301981","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7567300768226","76.8639941857491","85.8228967805937","82.99059834168","86.3677450148963","89.2584385814102","90.6844228092743","91.3834321941072","93.0394759812147","93.8377872120172","91.5718952376088","87.6857223915992","92.7384306394843","94.8808160538409","94.5346580221342","95.7675649557928","95.6817611622614","94.2452581117476","92.8189320229155","92.9033747462113","95.0318260656617","95.4615362557415","90.6445177692752","91.3269295550315","90.6435009124194","93.0581687140981","94.7538859064265","95.5559361423324","93.7902369057614","94.0709160177465","95.1100394255437","95.4525903907964","",
"Togo","TGO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","9","14","18","11","24","37","61","54","72","77","73","69","66","62","58","50","42","42","57","64","50","59","72","71","82","84","82","81","78","83","85","84","84","84","82","82","83","81","84","82","83","82","85","",
"Thailand","THA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","49","52","49","49","53","62","66","75","80","84","92","90","85","89","93","96","94","95","96","97","97","96","96","98","98","98","98","98","99","99","99","99","99","99","99","99","99","99","97","97","97","92","92","92","",
"Tajikistan","TJK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","64","81","80","75","81","79","82","83","85","85","85","86","84","83","86","86","93","93","96","94","96","97","96","96","96","96","97","97","97","97","96","",
"Turkmenistan","TKM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","73","90","93","97","98","99","98","97","95","98","83","97","99","98","98","96","96","96","97","97","98","98","99","98","99","99","99","98","97","98","98","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36.8249294002196","41.9550592020977","46.0403964908055","48.8100081451504","55.6431793433471","55.0490128745279","55.5379002962853","58.4543481603484","61.7516713148447","63.3384838628981","67.6238026267744","77.3640265395141","76.996234861446","78.3153412090257","79.8477870823331","82.9480792443067","81.5785106556364","82.6150499587369","85.5012814634844","88.5021065841507","90.5501415689641","89.817145105438","91.196319104102","92.7965901997352","93.2596885877217","93.6180247998563","93.5093193826644","92.875087736229","92.0626633475267","93.7007265817548","93.2410382421568","92.8247738821047","93.1542708758233","89.8797247287995","88.557356386987","89.7447345211559","89.5333087640192","84.5896488737635","85.9578298521674","79.5756495740962","75.7610615605205","75.1263240773618","78.5904084135799","82.4150193992518","",
"Timor-Leste","TLS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","55","57","55","63","70","79","72","72","67","83","82","77","76","79","83","83","83","83","83","83","83","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25.40669043604","25.7266897848923","32.7421008039959","33.9559131335569","41.7416630018265","60.6261585222444","66.8745444970574","68.4582030118565","80.8093148076598","83.9056205378653","87.4791478182988","80.2774317365826","83.5627659651662","84.2201766540776","81.5754452701397","84.7331813451542","86.0466003587844","84.8154300407606","87.8460428585429","89.3206720062115","90.3963281493496","90.1971036228024","88.5983210191851","87.9616032604937","89.1105391779461","88.6790968518334","89.0226411420311","89.0693588752609","90.244778291697","91.3764741698964","90.8688206818648","90.0813730936","86.8384843025987","88.1730458191248","87.7091827709245","86.1158348104632","87.0229694724124","87.8292808681275","87.4982773234395","87.4893951381667","84.015076164382","84.1154362084967","86.0913090168212","85.574318195249","",
"Tonga","TON","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","40","37","52","63","51","92","75","99","92","93","94","88","99","96","89","95","99","96","97","94","95","94","90","98","99","99","99","99","99","99","99","99","95","99","98","96","96","99","99","99","99","99","99","99","",
"South Asia (IDA & IBRD)","TSA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.47300699476271","5.79705289801675","10.6382766272942","13.3313503697685","15.9149445229664","18.4121822408853","20.6827504001694","29.1917908389981","37.7343511222901","48.7020875366834","66.929087765429","57.4117801920902","54.8178912403434","58.4470329854361","63.8032181497612","67.905863474711","63.8740314997572","62.0875216961415","61.3375022340182","60.5284609076825","60.3931053939711","61.8407037779714","61.9592834585864","64.3957917667089","67.4885572607927","67.761719967674","67.501953777628","66.0224727509644","70.1979858592081","72.8569371929251","75.8889589895842","80.0161744318854","79.8181598074712","80.7619881519754","82.8339829083026","84.7694168349218","85.9125936930592","86.5831254368876","88.2517540703367","89.5536130225299","84.4891246888579","84.9033928237987","90.6527415551149","89.6684504426487","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.22335111793587","11.0071680483352","11.7970505816083","18.576435881594","24.4904641996381","29.3827153927352","34.2773169648091","40.6573342032689","44.1445438363684","49.8224782546871","56.0274436198277","48.5276921880054","48.9511539797219","48.8313376936129","53.2883118479037","52.2712748414126","50.0006717655905","48.6150834626839","49.1689345884565","48.3994419240289","51.1980259814945","51.280534619445","52.6407952627976","55.5880341906287","58.8606522996395","62.0758361024789","64.1028363967286","66.0565354983758","69.1525074024937","72.3913323213336","70.8878279000597","70.888725082803","69.9007986126858","69.1857454388512","70.6075658916791","70.3075392158194","73.2419071371137","73.6850456400797","75.1217596475166","76.4651910451361","74.1323377603979","72.3622189808135","71.8847565784002","72.533314661455","",
"Trinidad and Tobago","TTO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","26","62","54","60","65","75","70","79","82","77","82","82","87","81","85","89","89","90","91","90","90","91","96","91","94","95","92","88","90","90","90","90","92","92","92","96","97","89","99","93","96","94","93","96","",
"Tunisia","TUN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","62","66","70","72","84","91","93","93","93","95","94","93","94","95","96","96","99","97","98","96","95","97","98","99","98","99","99","98","98","97","98","98","98","98","98","97","98","97","97","97","97","",
"Turkiye","TUR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","42","64","58","56","56","55","45","86","86","79","84","72","77","76","87","67","72","79","81","79","85","88","78","68","85","90","90","96","96","96","97","97","97","98","96","97","98","96","98","99","98","95","99","99","",
"Tuvalu","TUV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36","49","72","79","37","52","73","59","89","85","99","74","70","80","99","87","97","77","94","83","82","96","98","93","98","93","97","97","99","88","89","96","97","90","89","96","94","96","89","92","95","94","91","94","",
"Tanzania","TZA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","59","55","50","52","58","67","74","79","85","77","78","81","83","83","84","81","82","79","79","76","79","87","89","95","95","90","90","83","86","85","91","90","92","91","97","96","92","90","89","91","91","86","93","93","",
"Uganda","UGA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","9","12","14","14","14","21","30","38","42","45","49","53","56","60","59","57","56","48","50","52","55","57","59","62","64","64","73","71","79","80","82","83","84","85","89","93","94","93","93","89","91","89","91","",
"Ukraine","UKR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","93","97","98","99","99","98","99","99","99","99","97","99","96","98","98","90","71","52","50","76","76","23","23","19","50","69","80","81","78","73","83","",
"Upper middle income","UMC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13.6193749218279","15.4022368279755","16.6951812118768","48.4425268159481","59.269636160038","64.9684573539509","67.5754768993598","69.0476064190873","82.5564878264329","82.8778542833095","85.9186387634252","86.5086104011746","84.7328926439682","83.4278832983312","82.8173245858022","81.0743726784813","82.6747008935668","83.849809874121","84.9884310556728","85.7058874057767","86.50863941361","86.8277997559644","86.1539693119753","86.0468517390307","87.1405653892724","87.4507335730229","90.3376633007239","90.6340168774119","92.9084239028706","93.7473332101283","93.6735511620642","93.6850485034115","94.4532848079339","94.5981206164724","93.2339036942076","92.8800464792079","92.7407792380857","92.7017109217443","93.4332690034158","91.7619921480565","89.006255419796","86.9402119599491","91.2414196792931","90.5763503103923","",
"Uruguay","URY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","53","57","67","73","62","63","70","85","82","88","97","96","93","92","91","91","91","91","91","93","90","94","95","91","94","96","95","94","94","95","95","95","95","94","95","95","95","93","91","94","92","91","94","95","",
"United States","USA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","96","97","97","96","97","97","97","94","90","86","83","88","94","95","95","96","96","96","94","94","94","96","96","96","96","96","96","95","95","96","94","94","95","95","95","94","94","94","93","94","94","94","",
"Uzbekistan","UZB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","45","67","87","95","96","99","99","99","99","99","98","99","99","96","96","98","98","99","99","99","99","99","99","99","99","98","96","95","98","99","99","",
"St. Vincent and the Grenadines","VCT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","26","32","67","80","86","90","95","97","98","98","98","99","99","99","99","97","99","99","99","95","98","99","99","99","99","99","99","99","99","99","99","96","96","97","98","99","99","99","97","97","97","92","99","94","",
"Venezuela, RB","VEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","54","53","58","33","49","58","57","56","57","63","64","67","67","63","68","57","60","39","76","77","70","65","68","86","87","71","62","50","84","78","78","81","82","78","87","84","66","60","64","54","56","43","54","",
"British Virgin Islands","VGB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","4","5","42","43","50","70","88","88","88","88","91","94","93","94","95","94","93","96","96","75","99","96","95","94","92","93","96","93","95","97","59","95","97","96","94","75","89","94","83","91","65","",
"Vanuatu","VUT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","22","27","28","30","31","56","58","61","76","83","77","86","74","73","67","72","72","71","71","70","70","69","69","68","68","70","73","75","77","79","82","84","86","80","81","85","85","90","78","62","68","72","",
"World","WLD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16.7397646652008","20.0949299565921","22.3656374570644","35.8977247209616","42.2403570932317","46.6638500656728","49.8834272573714","54.2608104238692","63.2578316371458","68.3693853279904","76.0328780259763","71.9086579487743","70.5003303734906","70.3932247618567","72.7774534873119","73.1551363907521","72.3344416430361","71.4546866235014","71.7058047310503","71.758871900884","72.43948379112","72.9944663056372","72.6892633971726","74.3330915210764","76.3975593829721","77.2504845803803","78.43422699002","78.4615486225068","81.0786832734945","83.0977670073641","83.5241469792812","84.5506259703184","84.3194179952695","83.8755082384759","84.6610298611282","84.8372429512399","85.9499179371664","85.941906058998","86.630062489008","86.8292455532765","83.7241102605276","81.8934876498042","84.669944258853","84.0537817443068","",
"Samoa","WSM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","29","66","87","89","96","89","94","93","90","66","90","79","91","92","93","94","95","96","99","97","98","90","92","90","63","59","50","65","39","64","78","82","82","84","78","80","74","67","44","68","89","85","76","83","",
"Kosovo","XKX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1","3","4","5","7","12","13","18","36","56","84","47","50","54","33","44","47","40","68","71","74","73","65","61","72","79","78","79","78","76","76","69","67","71","70","63","63","59","54","60","57","56","58","46","",
"South Africa","ZAF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","74","75","75","70","72","70","71","72","81","79","81","73","72","73","76","75","74","73","71","70","69","74","81","84","85","82","81","77","75","71","81","85","85","85","84","82","85","84","86","85","79","",
"Zambia","ZMB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","49","59","66","66","83","83","83","91","79","83","86","90","86","84","83","84","84","85","85","84","83","83","82","81","80","87","94","83","81","78","79","86","90","95","94","90","88","84","91","82","80","",
"Zimbabwe","ZWE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","39","46","53","60","63","75","84","85","87","88","87","86","85","87","88","90","86","84","81","78","75","71","68","65","68","70","73","75","73","89","93","95","95","91","87","90","89","89","90","86","88","90","90","",
